,NEIGHBORHOOD,BUILDING_CLASS_CATEGORY,TAX_CLASS_AT_PRESENT,BLOCK,LOT,BUILDING_CLASS_AT_PRESENT,ADDRESS,ZIP_CODE,RESIDENTIAL_UNITS,COMMERCIAL_UNITS,TOTAL_UNITS,LAND_SQUARE_FEET,GROSS_SQUARE_FEET,YEAR_BUILT,TAX_CLASS_AT_TIME_OF_SALE,BUILDING_CLASS_AT_TIME_OF_SALE,SALE_PRICE,SALE_DATE,lnprice,AVG_SALE_PRICE,AVG_SALE_PRICE_CATEGORY
67,CHELSEA,23LOFTBUILDINGS,4,803,18,L1,129WEST27THSTREET,10001,0.0,0.2127659574468085,0.05128205128205128,0.07840987442212702,0.15588945932161113,1910.0,4,L1,0.11788552882680516,2012-12-27,0.6746845139752896,6221567.651162791,3
68,CHINATOWN,02TWOFAMILYHOMES,1,281,38,S2,53-55DIVISIONSTREET,10002,0.010638297872340425,0.02127659574468085,0.015384615384615385,0.014004589074385957,0.004877013629577784,1920.0,1,S2,0.17945887056971593,2013-06-27,0.7383107667014929,5610532.428571428,2
69,CHINATOWN,07RENTALS-WALKUPAPARTMENTS,2,237,11,C7,146MULBERRYSTREET,10013,0.0797872340425532,0.02127659574468085,0.08205128205128205,0.035073639949814064,0.035105190855041005,1900.0,2,C7,0.4443579753464218,2013-08-07,0.8762345624415266,5610532.428571428,2
70,CHINATOWN,07RENTALS-WALKUPAPARTMENTS,2,275,1,C7,125MADISONSTREET,10002,0.0797872340425532,0.02127659574468085,0.08205128205128205,0.014807111934984345,0.010816918397510117,1900.0,2,C7,0.14489276787324332,2012-12-18,0.7058837354801571,5610532.428571428,2
71,CHINATOWN,07RENTALS-WALKUPAPARTMENTS,2,277,18,C7,109MADISONSTREET,10002,0.10638297872340426,0.0425531914893617,0.11282051282051282,0.023114919013009914,0.01578700480627832,1900.0,2,C7,0.28929508474542326,2012-08-03,0.8108674811445512,5610532.428571428,2
72,CHINATOWN,07RENTALS-WALKUPAPARTMENTS,2,280,11,C4,43HENRYSTREET,10002,0.09574468085106383,0.0,0.09230769230769231,0.022956675068666568,0.015712546582925986,1900.0,2,C4,0.12454076348186226,2012-12-31,0.6829838503385649,5610532.428571428,2
73,CHINATOWN,07RENTALS-WALKUPAPARTMENTS,2,303,10,C7,83BOWERY,10002,0.06382978723404255,0.06382978723404255,0.07692307692307693,0.027737902815611896,0.0217157408407078,1910.0,2,C7,0.6011327602596553,2013-06-03,0.922316816258389,5610532.428571428,2
74,CHINATOWN,07RENTALS-WALKUPAPARTMENTS,2,306,1,C7,119HESTERSTREET,10002,0.13297872340425532,0.0851063829787234,0.14871794871794872,0.033039074951113925,0.029831687186112052,1910.0,2,C7,0.47666274422162985,2012-08-30,0.8869330132099648,5610532.428571428,2
75,CHINATOWN,14RENTALS-4-10UNIT,2B,206,17,S5,125MULBERRYSTREET,10013,0.031914893617021274,0.02127659574468085,0.035897435897435895,0.019000576460082966,0.011978466681806505,1910.0,2,S5,0.6284951579351076,2012-12-30,0.9291079162167796,5610532.428571428,2
76,CHINATOWN,21OFFICEBUILDINGS,4,162,53,O9,18BOWERY,10013,0.010638297872340425,0.10638297872340426,0.035897435897435895,0.022956675068666568,0.013296377235142792,1905.0,4,O9,0.3461514779657894,2012-12-28,0.8381816506616898,5610532.428571428,2
77,CHINATOWN,22STOREBUILDINGS,4,171,7,K9,360BROADWAY,10013,0.026595744680851064,0.0851063829787234,0.046153846153846156,0.06752495167908128,0.056776256761737406,1900.0,4,K9,0.21863163330779317,2013-05-22,0.7682852681926865,5610532.428571428,2
78,CHINATOWN,22STOREBUILDINGS,4,279,63,K9,5EASTBROADWAY,10038,0.0,0.0851063829787234,0.020512820512820513,0.016457370211707793,0.010223114066275265,1910.0,4,K9,0.1331553469787385,2013-02-25,0.6930982869398049,5610532.428571428,2
79,CHINATOWN,22STOREBUILDINGS,4,304,5,K9,103BOWERY,10002,0.02127659574468085,0.02127659574468085,0.02564102564102564,0.024380870567756667,0.016408730971270293,1915.0,4,K9,0.2655022994211438,2013-06-03,0.7978110766346249,5610532.428571428,2
80,CHINATOWN,22STOREBUILDINGS,4,304,6,K9,105BOWERY,10002,0.02127659574468085,0.02127659574468085,0.02564102564102564,0.024256536040058323,0.01686664904488714,1900.0,4,K9,0.2451650260043698,2013-06-03,0.7856929349556951,5610532.428571428,2
81,CHINATOWN,26OTHERHOTELS,4,203,17,H9,88BOWERY,10013,0.0,0.1702127659574468,0.041025641025641026,0.05140667563382351,0.055845528969833254,1910.0,4,H9,0.9572030944608887,2013-06-03,0.9933209716075639,5610532.428571428,2
82,CIVICCENTER,07RENTALS-WALKUPAPARTMENTS,2B,150,17,C7,118DUANESTREET,10007,0.03723404255319149,0.06382978723404255,0.05128205128205128,0.06063003696126414,0.04998752824758849,1915.0,2,C7,0.7092570801231277,2013-06-04,0.9475550091949361,5565722.166666667,2
83,CIVICCENTER,08RENTALS-ELEVATORAPARTMENTS,2A,146,14,D2,148DUANESTREET,10013,0.02127659574468085,0.0425531914893617,0.03076923076923077,0.03888279775293599,0.029785150796516845,1930.0,2,D2,0.36443597714915715,2012-12-14,0.8460214385644487,5565722.166666667,2
84,CIVICCENTER,08RENTALS-ELEVATORAPARTMENTS,2A,146,14,D2,148DUANESTREET,10013,0.02127659574468085,0.0425531914893617,0.03076923076923077,0.03888279775293599,0.029785150796516845,1930.0,2,D2,0.3643713676114067,2012-12-14,0.8459944318570293,5565722.166666667,2
85,CIVICCENTER,14RENTALS-4-10UNIT,2A,177,6,S9,55LEONARDSTREET,10013,0.02127659574468085,0.0425531914893617,0.03076923076923077,0.02230109301352986,0.018244126176905292,1915.0,2,S9,0.2699122234202984,2012-09-28,0.8003167131305804,5565722.166666667,2
86,CIVICCENTER,22STOREBUILDINGS,4,178,21,K9,1WHITESTREET,10013,0.005319148936170213,0.0425531914893617,0.015384615384615385,0.0026675407760735157,0.003389710618114941,1915.0,4,K9,0.2699122234202984,2013-06-18,0.8003167131305804,5565722.166666667,2
87,CIVICCENTER,23LOFTBUILDINGS,4,174,11,L9,69LEONARDSTREET,10013,0.026595744680851064,0.0425531914893617,0.035897435897435895,0.027308383538108532,0.024991902668210435,1910.0,4,L9,0.1710165361004823,2012-12-21,0.7310023373807203,5565722.166666667,2
